Date,Time,fester Säuregehalt,flüchtiger Säuregehalt,Zitronensäure,Restzucker,Chloride,NOx(GT),PT08.S3(NOx),freies Schwefeldioxid,Gesamtschwefeldioxid,Dichte,Temperatur,Sulfate,Alkohol,CO_per_NO2,Temp_Stufe,cluster
09/05/2004,10.00.00,-200.0,977.0,-200.0,4.5,737.0,-200.0,1025.0,-200.0,1450.0,686.0,17.8,49.5,0.9986,1.0,mäßig,0
09/05/2004,11.00.00,-200.0,1025.0,-200.0,4.9,761.0,-200.0,1008.0,-200.0,1476.0,700.0,18.8,46.4,0.9968,1.0,mäßig,0
09/05/2004,12.00.00,-200.0,1040.0,-200.0,5.8,804.0,-200.0,940.0,-200.0,1502.0,780.0,19.3,44.0,0.9783,1.0,mäßig,0
09/05/2004,13.00.00,-200.0,1013.0,-200.0,4.1,718.0,-200.0,1041.0,-200.0,1492.0,558.0,14.7,68.4,1.1405,1.0,mäßig,0
09/05/2004,14.00.00,-200.0,1035.0,-200.0,4.8,755.0,-200.0,997.0,-200.0,1521.0,608.0,15.6,65.8,1.1577,1.0,mäßig,0
09/05/2004,15.00.00,-200.0,1086.0,-200.0,7.0,859.0,-200.0,892.0,-200.0,1595.0,754.0,17.7,54.0,1.0826,1.0,mäßig,0
09/05/2004,16.00.00,-200.0,967.0,-200.0,4.8,753.0,-200.0,1048.0,-200.0,1420.0,544.0,17.8,46.7,0.9466,1.0,mäßig,0
09/05/2004,17.00.00,-200.0,968.0,-200.0,5.4,785.0,-200.0,1011.0,-200.0,1446.0,550.0,17.8,44.4,0.8967,1.0,mäßig,0
09/05/2004,18.00.00,-200.0,1004.0,-200.0,6.3,827.0,-200.0,972.0,-200.0,1465.0,627.0,17.8,44.3,0.8929,1.0,mäßig,0
09/05/2004,19.00.00,-200.0,1132.0,-200.0,10.1,981.0,-200.0,850.0,-200.0,1614.0,877.0,16.4,47.8,0.8851,1.0,mäßig,0
09/05/2004,20.00.00,-200.0,1121.0,-200.0,10.2,985.0,-200.0,833.0,-200.0,1625.0,981.0,15.6,51.6,0.9063,1.0,mäßig,0
09/05/2004,21.00.00,-200.0,1068.0,-200.0,8.4,917.0,-200.0,889.0,-200.0,1570.0,832.0,14.9,55.0,0.9228,1.0,mäßig,0
09/05/2004,22.00.00,-200.0,1123.0,-200.0,8.9,937.0,-200.0,866.0,-200.0,1606.0,941.0,13.8,59.8,0.9398,1.0,mäßig,0
09/05/2004,23.00.00,-200.0,1101.0,-200.0,8.8,933.0,-200.0,845.0,-200.0,1600.0,1022.0,13.8,62.1,0.9721,1.0,mäßig,0
10/05/2004,00.00.00,-200.0,997.0,-200.0,6.5,835.0,-200.0,951.0,-200.0,1501.0,888.0,13.9,61.1,0.9656,1.0,mäßig,0
10/05/2004,01.00.00,-200.0,875.0,-200.0,3.0,654.0,-200.0,1172.0,-200.0,1375.0,683.0,14.9,57.6,0.9684,1.0,mäßig,0
10/05/2004,02.00.00,-200.0,815.0,-200.0,1.8,569.0,-200.0,1361.0,-200.0,1344.0,534.0,14.4,60.1,0.9797,1.0,mäßig,0
10/05/2004,03.00.00,-200.0,803.0,-200.0,1.3,531.0,-200.0,1462.0,-200.0,1318.0,489.0,13.8,63.2,0.9952,1.0,mäßig,0
10/05/2004,04.00.00,-200.0,829.0,-200.0,1.8,570.0,-200.0,1304.0,-200.0,1357.0,562.0,14.2,62.9,1.0136,1.0,mäßig,0
10/05/2004,05.00.00,-200.0,867.0,-200.0,2.6,625.0,-200.0,1213.0,-200.0,1385.0,652.0,14.0,63.8,1.0167,1.0,mäßig,0
10/05/2004,06.00.00,-200.0,1118.0,-200.0,9.8,970.0,-200.0,837.0,-200.0,1705.0,1019.0,13.4,67.4,1.0292,1.0,mäßig,0
10/05/2004,07.00.00,-200.0,1632.0,-200.0,31.5,1587.0,-200.0,523.0,-200.0,2459.0,1678.0,14.7,62.3,1.0351,1.0,mäßig,1
10/05/2004,08.00.00,-200.0,1598.0,-200.0,35.2,1668.0,-200.0,490.0,-200.0,2617.0,1749.0,16.0,57.3,1.0342,1.0,mäßig,1
10/05/2004,09.00.00,4.4,1378.0,-200.0,20.2,1303.0,257.0,633.0,117.0,2051.0,1494.0,17.8,51.1,1.0362,0.03760683760683761,mäßig,1
10/05/2004,10.00.00,2.5,1132.0,-200.0,13.4,1096.0,178.0,731.0,107.0,1808.0,1186.0,20.0,45.0,1.0379,0.02336448598130841,mäßig,1
10/05/2004,11.00.00,2.1,1108.0,-200.0,11.7,1040.0,145.0,767.0,95.0,1748.0,1051.0,20.3,44.1,1.0392,0.02210526315789474,warm,1
10/05/2004,12.00.00,2.4,1131.0,-200.0,13.4,1097.0,137.0,735.0,93.0,1797.0,1027.0,20.7,42.4,1.0248,0.025806451612903226,warm,1
10/05/2004,13.00.00,2.2,1105.0,-200.0,12.9,1080.0,139.0,751.0,104.0,1758.0,981.0,20.8,40.6,0.9888,0.021153846153846155,warm,1
10/05/2004,14.00.00,2.2,1120.0,-200.0,13.4,1096.0,130.0,753.0,102.0,1767.0,976.0,21.5,39.7,1.0042,0.021568627450980395,warm,1
10/05/2004,15.00.00,2.3,1100.0,-200.0,13.7,1108.0,148.0,800.0,109.0,1731.0,932.0,25.0,30.1,0.9394,0.021100917431192658,warm,1
10/05/2004,16.00.00,2.1,1098.0,-200.0,14.2,1124.0,120.0,810.0,97.0,1716.0,871.0,25.2,29.7,0.9371,0.021649484536082474,warm,0
10/05/2004,17.00.00,2.5,1137.0,-200.0,17.8,1234.0,132.0,749.0,104.0,1824.0,990.0,23.4,32.0,0.91,0.02403846153846154,warm,1
10/05/2004,18.00.00,3.6,1267.0,-200.0,22.0,1352.0,188.0,651.0,124.0,1961.0,1196.0,21.0,37.8,0.9298,0.02903225806451613,warm,1
10/05/2004,19.00.00,4.0,1319.0,-200.0,24.4,1413.0,204.0,597.0,135.0,2050.0,1329.0,19.2,45.7,1.0084,0.02962962962962963,mäßig,1
10/05/2004,20.00.00,3.0,1160.0,-200.0,16.3,1189.0,167.0,698.0,122.0,1824.0,1151.0,17.7,50.9,1.0232,0.02459016393442623,mäßig,1
10/05/2004,21.00.00,2.1,1084.0,-200.0,12.4,1063.0,128.0,775.0,109.0,1703.0,1031.0,16.8,53.6,1.0167,0.01926605504587156,mäßig,1
10/05/2004,22.00.00,1.7,1025.0,-200.0,9.6,963.0,106.0,842.0,95.0,1621.0,917.0,15.8,56.2,1.0033,0.017894736842105262,mäßig,0
10/05/2004,23.00.00,1.1,953.0,-200.0,6.4,830.0,88.0,986.0,86.0,1521.0,860.0,16.0,56.5,1.0166,0.012790697674418606,mäßig,0
11/05/2004,00.00.00,0.9,959.0,-200.0,6.0,812.0,77.0,961.0,78.0,1518.0,910.0,14.2,64.1,1.0346,0.011538461538461539,mäßig,0
11/05/2004,01.00.00,0.4,834.0,-200.0,2.8,637.0,36.0,1187.0,53.0,1362.0,699.0,15.0,59.8,1.0142,0.007547169811320755,mäßig,0
11/05/2004,02.00.00,0.2,787.0,-200.0,1.6,549.0,28.0,1366.0,43.0,1317.0,596.0,14.3,61.9,1.0031,0.004651162790697674,mäßig,0
11/05/2004,03.00.00,0.2,799.0,-200.0,1.6,555.0,-200.0,1327.0,-200.0,1320.0,643.0,12.8,66.0,0.969,-0.001,mäßig,0
11/05/2004,04.00.00,-200.0,807.0,-200.0,1.8,571.0,46.0,1305.0,53.0,1335.0,704.0,11.4,70.5,0.9484,-3.7735849056603774,mäßig,0
11/05/2004,05.00.00,0.6,866.0,-200.0,3.6,686.0,55.0,1135.0,48.0,1405.0,741.0,12.0,68.0,0.9547,0.012499999999999999,mäßig,0
11/05/2004,06.00.00,1.4,1035.0,-200.0,8.4,917.0,135.0,882.0,64.0,1606.0,968.0,11.3,70.4,0.9443,0.021875,mäßig,0
11/05/2004,07.00.00,4.6,1469.0,-200.0,27.5,1491.0,327.0,555.0,95.0,2301.0,1561.0,12.7,65.6,0.962,0.04842105263157894,mäßig,1
11/05/2004,08.00.00,5.5,1553.0,-200.0,31.0,1575.0,383.0,508.0,120.0,2423.0,1779.0,14.5,59.8,0.9795,0.04583333333333333,mäßig,1
11/05/2004,09.00.00,4.8,1513.0,-200.0,26.0,1455.0,366.0,554.0,153.0,2182.0,1822.0,17.5,49.8,0.9877,0.03137254901960784,mäßig,1
11/05/2004,10.00.00,4.5,1395.0,-200.0,22.6,1368.0,322.0,605.0,163.0,2032.0,1675.0,21.9,35.2,0.9128,0.027607361963190184,warm,1
11/05/2004,11.00.00,3.0,1209.0,-200.0,18.3,1248.0,188.0,712.0,119.0,1891.0,1295.0,23.5,29.5,0.8435,0.025210084033613446,warm,1
11/05/2004,12.00.00,2.5,1142.0,-200.0,13.9,1115.0,144.0,776.0,96.0,1735.0,1091.0,24.3,29.8,0.8926,0.026041666666666668,warm,1
11/05/2004,13.00.00,2.3,1140.0,-200.0,14.4,1129.0,132.0,765.0,94.0,1728.0,1023.0,23.8,31.7,0.9212,0.024468085106382976,warm,1
11/05/2004,14.00.00,2.0,1105.0,-200.0,11.6,1035.0,117.0,826.0,86.0,1643.0,877.0,24.2,31.2,0.9257,0.023255813953488372,warm,0
11/05/2004,15.00.00,1.9,1131.0,-200.0,12.2,1058.0,121.0,824.0,91.0,1664.0,931.0,26.5,27.2,0.9282,0.020879120879120878,warm,0
11/05/2004,16.00.00,1.9,1162.0,-200.0,12.4,1064.0,124.0,832.0,97.0,1675.0,913.0,25.7,28.4,0.9248,0.01958762886597938,warm,0
11/05/2004,17.00.00,3.5,1336.0,-200.0,21.1,1326.0,188.0,674.0,125.0,1923.0,1255.0,26.3,27.5,0.9306,0.028,warm,1
11/05/2004,18.00.00,4.6,1533.0,-200.0,29.9,1549.0,226.0,573.0,140.0,2233.0,1571.0,24.4,31.6,0.9545,0.032857142857142856,warm,1
11/05/2004,19.00.00,6.3,1650.0,-200.0,34.3,1649.0,266.0,528.0,158.0,2345.0,1779.0,23.1,35.3,0.9845,0.039873417721518985,warm,1
11/05/2004,20.00.00,5.0,1535.0,-200.0,26.1,1458.0,269.0,568.0,159.0,2120.0,1735.0,21.1,40.2,0.997,0.031446540880503145,warm,1
11/05/2004,21.00.00,3.3,1382.0,-200.0,18.1,1243.0,183.0,632.0,128.0,1941.0,1511.0,19.2,52.3,1.1516,0.02578125,mäßig,1
11/05/2004,22.00.00,2.7,1335.0,-200.0,14.2,1122.0,167.0,673.0,114.0,1840.0,1424.0,18.1,58.7,1.2072,0.02368421052631579,mäßig,1
11/05/2004,23.00.00,2.2,1267.0,-200.0,12.4,1064.0,138.0,706.0,100.0,1766.0,1348.0,17.3,58.8,1.1494,0.022000000000000002,mäßig,1
12/05/2004,00.00.00,1.7,1122.0,-200.0,8.7,926.0,105.0,805.0,88.0,1619.0,1174.0,16.9,58.8,1.125,0.019318181818181818,mäßig,1
12/05/2004,01.00.00,0.8,986.0,-200.0,5.2,771.0,54.0,964.0,67.0,1518.0,947.0,17.6,57.6,1.1484,0.011940298507462687,mäßig,0
12/05/2004,02.00.00,0.8,966.0,-200.0,4.6,744.0,58.0,967.0,65.0,1511.0,935.0,15.6,63.9,1.1287,0.012307692307692308,mäßig,0
12/05/2004,03.00.00,0.6,919.0,-200.0,3.1,661.0,-200.0,1089.0,-200.0,1468.0,838.0,14.9,65.7,1.1073,-0.003,mäßig,0
12/05/2004,04.00.00,-200.0,872.0,-200.0,2.7,632.0,37.0,1132.0,47.0,1403.0,768.0,15.6,62.2,1.0961,-4.25531914893617,mäßig,0
12/05/2004,05.00.00,0.8,967.0,-200.0,4.7,749.0,84.0,996.0,57.0,1517.0,881.0,14.0,68.3,1.0884,0.014035087719298246,mäßig,0
12/05/2004,06.00.00,1.5,1152.0,-200.0,9.6,964.0,134.0,800.0,73.0,1705.0,1096.0,14.5,65.7,1.0804,0.02054794520547945,mäßig,1
12/05/2004,07.00.00,4.1,1500.0,-200.0,23.6,1393.0,279.0,560.0,95.0,2163.0,1495.0,15.5,62.2,1.0875,0.0431578947368421,mäßig,1
12/05/2004,08.00.00,5.9,1754.0,-200.0,37.4,1716.0,333.0,452.0,110.0,2667.0,1895.0,17.0,56.8,1.0909,0.05363636363636364,mäßig,1
12/05/2004,09.00.00,5.1,1558.0,-200.0,26.6,1469.0,336.0,525.0,121.0,2281.0,1758.0,18.8,52.4,1.1285,0.04214876033057851,mäßig,1
12/05/2004,10.00.00,3.9,1446.0,-200.0,22.0,1350.0,280.0,568.0,108.0,2140.0,1630.0,19.7,51.9,1.1796,0.03611111111111111,mäßig,1
12/05/2004,11.00.00,3.4,1349.0,-200.0,17.9,1236.0,275.0,627.0,125.0,1964.0,1530.0,20.9,44.6,1.0872,0.0272,warm,1
12/05/2004,12.00.00,3.3,1452.0,-200.0,22.7,1371.0,207.0,576.0,117.0,2138.0,1622.0,21.9,43.3,1.1265,0.028205128205128202,warm,1
12/05/2004,13.00.00,5.1,1676.0,-200.0,29.3,1534.0,305.0,496.0,131.0,2413.0,1828.0,20.4,55.7,1.3205,0.03893129770992366,warm,1
12/05/2004,14.00.00,3.1,1327.0,-200.0,14.7,1139.0,236.0,658.0,126.0,1894.0,1323.0,17.4,67.0,1.325,0.024603174603174603,mäßig,1
12/05/2004,15.00.00,2.5,1248.0,-200.0,12.6,1072.0,183.0,713.0,114.0,1797.0,1188.0,17.1,64.0,1.2413,0.021929824561403508,mäßig,1
12/05/2004,16.00.00,2.4,1250.0,-200.0,12.7,1074.0,162.0,724.0,123.0,1806.0,1166.0,17.3,61.1,1.1957,0.01951219512195122,mäßig,1
12/05/2004,17.00.00,2.8,1222.0,-200.0,13.0,1084.0,157.0,727.0,116.0,1797.0,1108.0,17.7,56.3,1.13,0.02413793103448276,mäßig,1
12/05/2004,18.00.00,2.9,1159.0,-200.0,13.4,1097.0,136.0,748.0,107.0,1709.0,995.0,17.4,48.6,0.9559,0.027102803738317756,mäßig,1
12/05/2004,19.00.00,3.4,1192.0,-200.0,14.8,1143.0,166.0,740.0,123.0,1767.0,1108.0,17.6,43.7,0.8698,0.027642276422764227,mäßig,1
12/05/2004,20.00.00,2.2,1074.0,-200.0,9.4,954.0,136.0,846.0,112.0,1570.0,956.0,16.7,47.2,0.892,0.019642857142857146,mäßig,0
12/05/2004,21.00.00,1.6,984.0,-200.0,6.9,851.0,112.0,959.0,101.0,1452.0,817.0,16.8,45.6,0.8636,0.015841584158415842,mäßig,0
12/05/2004,22.00.00,1.3,970.0,-200.0,5.2,773.0,87.0,1026.0,91.0,1425.0,658.0,16.1,52.0,0.946,0.014285714285714287,mäßig,0
12/05/2004,23.00.00,1.3,987.0,-200.0,5.7,800.0,86.0,989.0,88.0,1462.0,658.0,15.5,57.1,0.996,0.014772727272727272,mäßig,0
13/05/2004,00.00.00,1.6,1003.0,-200.0,6.5,836.0,98.0,949.0,96.0,1455.0,748.0,16.2,50.2,0.9156,0.016666666666666666,mäßig,0
13/05/2004,01.00.00,1.2,933.0,-200.0,4.7,747.0,62.0,1045.0,75.0,1405.0,569.0,16.4,50.5,0.938,0.016,mäßig,0
13/05/2004,02.00.00,0.6,859.0,-200.0,2.5,620.0,32.0,1201.0,47.0,1316.0,445.0,16.2,52.8,0.9626,0.01276595744680851,mäßig,0
13/05/2004,03.00.00,0.4,815.0,-200.0,1.4,538.0,-200.0,1412.0,-200.0,1272.0,379.0,16.0,53.7,0.9723,-0.002,mäßig,0
13/05/2004,04.00.00,-200.0,792.0,-200.0,1.0,501.0,21.0,1554.0,25.0,1252.0,354.0,16.2,53.0,0.9672,-8.0,mäßig,0
13/05/2004,05.00.00,0.4,835.0,-200.0,1.7,560.0,41.0,1409.0,49.0,1317.0,407.0,16.2,53.7,0.9799,0.00816326530612245,mäßig,0
13/05/2004,06.00.00,1.0,975.0,-200.0,4.5,736.0,86.0,1069.0,85.0,1459.0,611.0,15.9,55.3,0.991,0.011764705882352941,mäßig,0
13/05/2004,07.00.00,2.0,1133.0,-200.0,9.4,957.0,174.0,815.0,106.0,1652.0,944.0,16.2,55.6,1.0151,0.018867924528301886,mäßig,0
13/05/2004,08.00.00,3.6,1347.0,-200.0,17.9,1237.0,264.0,645.0,136.0,1984.0,1328.0,16.0,59.3,1.0711,0.026470588235294117,mäßig,1
13/05/2004,09.00.00,2.4,1122.0,-200.0,10.6,1000.0,211.0,783.0,119.0,1663.0,1085.0,16.6,55.6,1.042,0.020168067226890754,mäßig,1
13/05/2004,10.00.00,2.4,1152.0,-200.0,11.0,1014.0,208.0,774.0,122.0,1714.0,1139.0,17.4,51.8,1.022,0.019672131147540982,mäßig,1
13/05/2004,11.00.00,1.6,1020.0,-200.0,7.2,866.0,139.0,907.0,90.0,1554.0,799.0,17.6,49.7,0.9944,0.017777777777777778,mäßig,0
13/05/2004,12.00.00,1.9,1066.0,-200.0,8.7,927.0,138.0,846.0,97.0,1608.0,804.0,17.2,52.8,1.0236,0.01958762886597938,mäßig,0
13/05/2004,13.00.00,2.4,1105.0,-200.0,11.1,1016.0,142.0,789.0,98.0,1736.0,930.0,18.2,49.6,1.0268,0.024489795918367346,mäßig,0
13/05/2004,14.00.00,1.7,1056.0,-200.0,7.9,894.0,131.0,891.0,93.0,1576.0,771.0,19.5,45.0,1.0114,0.01827956989247312,mäßig,0
13/05/2004,15.00.00,2.1,1084.0,-200.0,9.8,970.0,132.0,818.0,98.0,1626.0,845.0,19.5,45.5,1.0189,0.02142857142857143,mäßig,0
13/05/2004,16.00.00,3.1,1288.0,-200.0,16.4,1191.0,178.0,691.0,123.0,1910.0,1192.0,19.8,44.3,1.0104,0.025203252032520326,mäßig,1
13/05/2004,17.00.00,4.6,1390.0,-200.0,22.6,1368.0,228.0,605.0,148.0,2092.0,1494.0,20.3,43.1,1.0114,0.03108108108108108,warm,1
13/05/2004,18.00.00,4.5,1374.0,-200.0,20.2,1303.0,232.0,636.0,148.0,2036.0,1457.0,20.3,44.4,1.0457,0.030405405405405407,warm,1
13/05/2004,19.00.00,3.9,1378.0,-200.0,21.7,1342.0,204.0,612.0,133.0,2076.0,1489.0,19.8,47.9,1.092,0.029323308270676692,mäßig,1
13/05/2004,20.00.00,4.6,1428.0,-200.0,21.2,1329.0,250.0,594.0,141.0,2102.0,1602.0,19.1,52.3,1.1486,0.032624113475177303,mäßig,1
13/05/2004,21.00.00,3.3,1336.0,-200.0,15.9,1176.0,208.0,656.0,131.0,1891.0,1468.0,18.2,54.7,1.1336,0.025190839694656488,mäßig,1
13/05/2004,22.00.00,2.7,1234.0,-200.0,12.0,1049.0,158.0,746.0,121.0,1733.0,1274.0,17.8,55.0,1.1097,0.022314049586776862,mäßig,1
13/05/2004,23.00.00,3.3,1300.0,-200.0,17.4,1221.0,197.0,648.0,123.0,1946.0,1401.0,17.5,56.4,1.1175,0.026829268292682926,mäßig,1
14/05/2004,00.00.00,2.5,1246.0,-200.0,15.0,1150.0,152.0,654.0,107.0,1873.0,1354.0,17.3,57.8,1.1298,0.02336448598130841,mäßig,1
14/05/2004,01.00.00,2.1,1141.0,-200.0,11.1,1017.0,112.0,740.0,104.0,1690.0,1188.0,16.8,57.5,1.0912,0.020192307692307693,mäßig,1
14/05/2004,02.00.00,1.3,1014.0,-200.0,6.9,853.0,75.0,883.0,91.0,1538.0,975.0,16.3,57.0,1.0484,0.014285714285714287,mäßig,0
14/05/2004,03.00.00,1.0,938.0,-200.0,5.1,769.0,-200.0,978.0,-200.0,1463.0,816.0,16.2,56.3,1.0262,-0.005,mäßig,0
14/05/2004,04.00.00,-200.0,988.0,-200.0,6.1,814.0,74.0,908.0,87.0,1512.0,921.0,15.5,59.9,1.0498,-2.2988505747126435,mäßig,0
14/05/2004,05.00.00,1.2,983.0,-200.0,6.5,833.0,116.0,894.0,102.0,1524.0,1012.0,16.0,58.3,1.0481,0.011764705882352941,mäßig,0
14/05/2004,06.00.00,1.5,1033.0,-200.0,8.4,917.0,118.0,882.0,95.0,1617.0,905.0,17.2,52.3,1.0169,0.015789473684210527,mäßig,0
14/05/2004,07.00.00,3.7,1388.0,-200.0,22.8,1372.0,272.0,601.0,140.0,2105.0,1449.0,18.5,49.4,1.0397,0.02642857142857143,mäßig,1
14/05/2004,08.00.00,-200.0,1512.0,-200.0,29.1,1530.0,-200.0,527.0,-200.0,2326.0,1725.0,20.0,45.6,1.0524,1.0,mäßig,1
14/05/2004,09.00.00,3.3,1148.0,-200.0,13.6,1104.0,258.0,723.0,138.0,1713.0,1301.0,21.0,37.9,0.9313,0.023913043478260867,warm,1
14/05/2004,10.00.00,2.5,1095.0,-200.0,11.1,1019.0,186.0,815.0,113.0,1618.0,1181.0,22.8,32.4,0.887,0.022123893805309734,warm,1
14/05/2004,11.00.00,1.9,987.0,-200.0,10.0,979.0,130.0,923.0,101.0,1515.0,962.0,25.5,25.6,0.8218,0.01881188118811881,warm,0
14/05/2004,12.00.00,2.0,984.0,-200.0,10.5,998.0,134.0,905.0,97.0,1523.0,862.0,25.9,23.6,0.7771,0.020618556701030927,warm,0
14/05/2004,13.00.00,2.5,1072.0,-200.0,13.0,1084.0,148.0,843.0,114.0,1622.0,1017.0,27.7,20.8,0.7599,0.021929824561403508,warm,0
14/05/2004,14.00.00,2.1,1048.0,-200.0,12.5,1068.0,147.0,869.0,110.0,1573.0,993.0,27.1,21.6,0.7618,0.019090909090909092,warm,0
14/05/2004,15.00.00,2.1,1042.0,-200.0,11.4,1029.0,123.0,907.0,103.0,1540.0,879.0,28.4,20.2,0.7697,0.020388349514563107,warm,0
14/05/2004,16.00.00,2.3,1113.0,-200.0,13.1,1086.0,138.0,882.0,119.0,1584.0,926.0,28.1,21.9,0.8184,0.019327731092436972,warm,0
14/05/2004,17.00.00,3.0,1146.0,-200.0,14.9,1145.0,162.0,836.0,126.0,1647.0,1011.0,27.6,22.3,0.8116,0.023809523809523808,warm,1
14/05/2004,18.00.00,4.1,1239.0,-200.0,19.1,1272.0,214.0,748.0,144.0,1790.0,1380.0,25.2,24.3,0.7671,0.028472222222222218,warm,1
14/05/2004,19.00.00,4.5,1302.0,-200.0,21.8,1346.0,230.0,706.0,164.0,1880.0,1698.0,24.6,25.1,0.7636,0.027439024390243903,warm,1
14/05/2004,20.00.00,3.5,1181.0,-200.0,16.1,1183.0,191.0,792.0,148.0,1711.0,1432.0,23.1,27.2,0.7575,0.02364864864864865,warm,1
14/05/2004,21.00.00,2.1,1068.0,-200.0,11.6,1037.0,128.0,869.0,119.0,1567.0,1217.0,22.0,28.6,0.7483,0.01764705882352941,warm,1
14/05/2004,22.00.00,2.3,1135.0,-200.0,12.4,1065.0,138.0,803.0,111.0,1630.0,1317.0,20.8,34.5,0.8365,0.02072072072072072,warm,1
14/05/2004,23.00.00,1.9,1121.0,-200.0,10.4,992.0,126.0,844.0,115.0,1505.0,1255.0,20.4,35.3,0.8352,0.01652173913043478,warm,1
15/05/2004,00.00.00,1.9,1131.0,-200.0,9.7,965.0,107.0,843.0,103.0,1520.0,1223.0,19.1,38.3,0.8381,0.018446601941747572,mäßig,1
15/05/2004,01.00.00,1.2,947.0,-200.0,5.7,798.0,67.0,964.0,81.0,1395.0,930.0,18.0,40.5,0.8271,0.014814814814814814,mäßig,0
15/05/2004,02.00.00,1.0,935.0,-200.0,5.4,786.0,55.0,964.0,71.0,1389.0,954.0,17.4,43.4,0.8553,0.014084507042253521,mäßig,0
15/05/2004,03.00.00,1.1,941.0,-200.0,5.6,792.0,-200.0,975.0,-200.0,1397.0,889.0,14.8,50.6,0.8489,-0.0055000000000000005,mäßig,0
15/05/2004,04.00.00,-200.0,867.0,-200.0,4.4,734.0,48.0,1043.0,58.0,1324.0,808.0,14.6,51.4,0.8489,-3.4482758620689653,mäßig,0
15/05/2004,05.00.00,0.5,839.0,-200.0,2.8,638.0,33.0,1171.0,44.0,1271.0,643.0,15.7,46.9,0.8329,0.011363636363636364,mäßig,0
15/05/2004,06.00.00,0.6,873.0,-200.0,3.9,704.0,41.0,1091.0,49.0,1322.0,756.0,15.3,49.7,0.8552,0.012244897959183673,mäßig,0
15/05/2004,07.00.00,1.4,1065.0,-200.0,9.1,942.0,106.0,890.0,68.0,1576.0,1067.0,16.0,47.4,0.8564,0.020588235294117647,mäßig,0
15/05/2004,08.00.00,2.6,1187.0,-200.0,13.6,1104.0,208.0,727.0,108.0,1721.0,1391.0,17.6,43.3,0.8647,0.024074074074074074,mäßig,1
15/05/2004,09.00.00,2.8,1249.0,-200.0,15.8,1174.0,193.0,712.0,117.0,1774.0,1486.0,20.3,37.4,0.8807,0.02393162393162393,warm,1
15/05/2004,10.00.00,2.6,1157.0,-200.0,12.7,1072.0,191.0,802.0,127.0,1653.0,1327.0,23.1,30.3,0.8425,0.02047244094488189,warm,1
15/05/2004,11.00.00,1.6,988.0,-200.0,8.6,924.0,113.0,1015.0,93.0,1463.0,835.0,25.0,24.2,0.7568,0.017204301075268817,warm,0
15/05/2004,12.00.00,1.7,1025.0,-200.0,9.4,955.0,111.0,997.0,94.0,1457.0,834.0,25.6,23.5,0.7611,0.018085106382978722,warm,0
15/05/2004,13.00.00,1.7,997.0,-200.0,9.2,947.0,106.0,998.0,87.0,1460.0,815.0,25.5,22.6,0.7288,0.01954022988505747,warm,0
15/05/2004,14.00.00,1.3,916.0,-200.0,6.4,829.0,82.0,1124.0,75.0,1333.0,621.0,26.1,21.1,0.7023,0.017333333333333333,warm,0
15/05/2004,15.00.00,1.4,965.0,-200.0,8.3,910.0,79.0,1056.0,81.0,1389.0,643.0,28.2,19.4,0.7303,0.01728395061728395,warm,0
15/05/2004,16.00.00,1.4,985.0,-200.0,8.1,903.0,90.0,1059.0,86.0,1437.0,712.0,27.4,20.5,0.7379,0.01627906976744186,warm,0
15/05/2004,17.00.00,1.7,1026.0,-200.0,8.5,920.0,104.0,1037.0,97.0,1455.0,746.0,26.0,22.7,0.7532,0.01752577319587629,warm,0
15/05/2004,18.00.00,2.3,1125.0,-200.0,11.0,1016.0,148.0,910.0,117.0,1564.0,991.0,23.8,27.1,0.7858,0.019658119658119658,warm,0
15/05/2004,19.00.00,2.5,1159.0,-200.0,12.1,1054.0,158.0,878.0,120.0,1603.0,1046.0,23.0,28.7,0.7976,0.020833333333333332,warm,0
15/05/2004,20.00.00,3.3,1284.0,-200.0,15.0,1149.0,234.0,780.0,149.0,1725.0,1304.0,21.7,31.8,0.8191,0.022147651006711407,warm,1
15/05/2004,21.00.00,2.2,1101.0,-200.0,10.2,986.0,163.0,852.0,124.0,1574.0,1100.0,20.9,33.2,0.8098,0.017741935483870968,warm,0
15/05/2004,22.00.00,1.6,1101.0,-200.0,9.9,972.0,95.0,879.0,97.0,1552.0,1001.0,20.2,34.3,0.8017,0.016494845360824743,warm,0
15/05/2004,23.00.00,2.6,1183.0,-200.0,12.0,1049.0,146.0,762.0,112.0,1594.0,1290.0,19.6,37.0,0.8325,0.023214285714285715,mäßig,1
16/05/2004,00.00.00,2.3,1132.0,-200.0,10.5,996.0,102.0,822.0,95.0,1564.0,1205.0,18.1,40.9,0.8441,0.02421052631578947,mäßig,1
16/05/2004,01.00.00,1.5,998.0,-200.0,7.1,859.0,90.0,919.0,88.0,1450.0,1045.0,17.0,43.3,0.8341,0.017045454545454544,mäßig,0
16/05/2004,02.00.00,0.9,911.0,-200.0,4.6,743.0,41.0,1052.0,54.0,1370.0,739.0,16.7,43.4,0.8193,0.016666666666666666,mäßig,0
16/05/2004,03.00.00,0.8,875.0,-200.0,4.2,721.0,-200.0,1083.0,-200.0,1328.0,683.0,15.9,44.7,0.8009,-0.004,mäßig,0
16/05/2004,04.00.00,-200.0,808.0,-200.0,2.6,630.0,30.0,1234.0,43.0,1256.0,573.0,15.2,45.5,0.783,-4.651162790697675,mäßig,0
